Apo_Name1;Apo_Name2;PLZ;Ort;source
Glückauf-Apotheke;;45711;Datteln;akwl
Amandus-Apotheke;;45711;Datteln;akwl
Alte Apotheke;;45711;Datteln;akwl
Bären-Apotheke;;48653;Coesfeld;akwl
Cronen-Apotheke;;48653;Coesfeld;akwl
Johannes-Apotheke;;48653;Coesfeld;akwl
Laurentius-Apotheke;;48653;Coesfeld;akwl
Markt-Apotheke;;48653;Coesfeld;akwl
Marien-Apotheke;;48653;Coesfeld;akwl
Linden-Apotheke;;48653;Coesfeld;akwl
Kreuz-Apotheke;;48653;Coesfeld;akwl
Ahorn-Apotheke;;48653;Coesfeld;akwl
Adler-Apotheke;;48653;Coesfeld;akwl
Lavendel Apotheke;;44575;Castrop-Rauxel;akwl
naturzeit-Apotheke;;44581;Castrop-Rauxel;akwl
Kristall-Apotheke Henrichenburg;;44581;Castrop-Rauxel;akwl
Stern Apotheke;;44575;Castrop-Rauxel;akwl
Apotheke im Real-Castrop-Rauxel;;44579;Castrop-Rauxel;akwl
Elefanten-Apotheke;;44577;Castrop-Rauxel;akwl
Paracelsus-Apotheke;;44575;Castrop-Rauxel;akwl
Pallas-Apotheke;;44575;Castrop-Rauxel;akwl
Flora-Apotheke;;44579;Castrop-Rauxel;akwl
Altstadt-Apotheke;;44575;Castrop-Rauxel;akwl
Westfalen-Apotheke;;44579;Castrop-Rauxel;akwl
Viktoria-Apotheke;;44581;Castrop-Rauxel;akwl
Burg-Apotheke Henrichenburg;;44581;Castrop-Rauxel;akwl
Nord-Apotheke;;44579;Castrop-Rauxel;akwl
Ickerner Markt-Apotheke;;44581;Castrop-Rauxel;akwl
Löwen-Apotheke;;44579;Castrop-Rauxel;akwl
Bären-Apotheke;;44575;Castrop-Rauxel;akwl
Glückauf-Apotheke OHG;;44577;Castrop-Rauxel;akwl
City-Apotheke;;44575;Castrop-Rauxel;akwl
Alte Apotheke;;44575;Castrop-Rauxel;akwl
APOLAND-Apotheke Castrop-R.;;44579;Castrop-Rauxel;akwl
Schwanen-Apotheke;;57299;Burbach;akwl
Hickengrund-Apotheke;;57299;Burbach;akwl
Adler-Apotheke;;57299;Burbach;akwl
Alme-Apotheke;;33142;Büren;akwl
Rosen-Apotheke;;33142;Büren;akwl
Apotheke zur Residenz;;33142;Büren;akwl
Westfalen-Apotheke;;33142;Büren;akwl
Apotheke im Marktkauf-Center;;32257;Bünde;akwl
apolife Mühlen-Apotheke OHG;;32257;Bünde;akwl
Apotheke am Goetheplatz;;32257;Bünde;akwl
Wittekind-Apotheke;;32257;Bünde;akwl
Punkt-Apotheke;;32257;Bünde;akwl
Markt-Apotheke;;32257;Bünde;akwl
Lortzing-Apotheke;;32257;Bünde;akwl
apolife Apotheke Holsen OHG;;32257;Bünde;akwl
Einhorn-Apotheke;;32257;Bünde;akwl
Doberg-Apotheke;;32257;Bünde;akwl
Alte Apotheke;;32257;Bünde;akwl
Markt-Apotheke Brilon;;59929;Brilon;akwl
St.Engelbert-Apotheke;;59929;Brilon;akwl
Post-Apotheke;;59929;Brilon;akwl
Apotheke im Volksbank-Center;;59929;Brilon;akwl
Rathaus-Apotheke;;59929;Brilon;akwl
Alte Hirsch-Apotheke;;59929;Brilon;akwl
Adler-Apotheke;;59929;Brilon;akwl
Hanse-Apotheke;;58339;Breckerfeld;akwl
Apotheke Warburger Straße;;33034;Brakel;akwl
Rosen-Apotheke;;33034;Brakel;akwl
Annen-Apotheke;;33034;Brakel;akwl
Post-Apotheke im Kaufland;;46236;Bottrop;akwl
Dorf-Apotheke;;46244;Bottrop;akwl
Bären-Apotheke;;46242;Bottrop;akwl
Markt Apotheke im Eigen;;46240;Bottrop;akwl
Apotheke am Boyer Markt;;46240;Bottrop;akwl
Westfalia-Apotheke;;46236;Bottrop;akwl
Bonifatius-Apotheke;;46242;Bottrop;akwl
Apotheke Am Westring;;46242;Bottrop;akwl
Welheimer-Apotheke;;46238;Bottrop;akwl
Stadtwald-Apotheke;;46240;Bottrop;akwl
Sonnen-Apotheke;;46240;Bottrop;akwl
Nordlicht-Apotheke;;46244;Bottrop;akwl
Pinguin-Apotheke;;46236;Bottrop;akwl
Glückauf-Apotheke;;46236;Bottrop;akwl
Glückauf-Apotheke;;46244;Bottrop;akwl
Glocken-Apotheke;;46242;Bottrop;akwl
Engel-Apotheke OHG;;46238;Bottrop;akwl
Elefanten-Apotheke;;46236;Bottrop;akwl
Einhorn-Apotheke;;46240;Bottrop;akwl
Barbara-Apotheke;;46238;Bottrop;akwl
Antonius-Apotheke;;46244;Bottrop;akwl
Alte Apotheke;;46236;Bottrop;akwl
Aegidi-Apotheke;;46240;Bottrop;akwl
Adler Apotheke;;46240;Bottrop;akwl
St. Josef-Apotheke;;46325;Borken;akwl
Cordula-Apotheke;;46325;Borken;akwl
Apotheke am Venn;;46325;Borken;akwl
Apotheke Brinkman;;46325;Borken;akwl
Apotheke am Neutor;;46325;Borken;akwl
Stern-Apotheke;;46325;Borken;akwl
Sonnen-Apotheke;;46325;Borken;akwl
Löwen-Apotheke;;46325;Borken;akwl
Hirsch-Apotheke;;46325;Borken;akwl
Burg-Apotheke;;46325;Borken;akwl
Westfalen-Apotheke;;33829;Borgholzhausen;akwl
Ziegler'sche-Apotheke;;33829;Borgholzhausen;akwl
Stadt-Apotheke;;34434;Borgentreich;akwl
St.Laurentius-Apotheke;;33178;Borchen;akwl
Apotheke am Brunnen;;59199;Bönen;akwl
Apotheke am Bahnhof;;59199;Bönen;akwl
Marien-Apotheke;;59199;Bönen;akwl
Bären-Apotheke;;59199;Bönen;akwl
pampusapotheke im Josefcarree;;44791;Bochum;akwl
Höke's Apotheke Stiepel;;44797;Bochum;akwl
Frosch-Apotheke;;44866;Bochum;akwl
Westfalen-Apotheke am Augusta;;44791;Bochum;akwl
Apotheke in Steinkuhl;;44803;Bochum;akwl
Löwen-Apotheke im Martin-Luther-Ärztehaus;;44866;Bochum;akwl
Pluspunkt-Apotheke im City-Point;;44787;Bochum;akwl
Blaue Apotheke Viktoria Klinik;;44787;Bochum;akwl
Gertrudis-Apotheke Gertrudis Center;;44866;Bochum;akwl
Kompass-Apotheke;;44803;Bochum;akwl
Apotheke im real,-;;44867;Bochum;akwl
Dorf-Apotheke;;44805;Bochum;akwl
St.Martin-Apotheke;;44799;Bochum;akwl
Elefanten-Apotheke;;44892;Bochum;akwl
Kleeblatt-Apotheke;;44867;Bochum;akwl
Die Park Apotheke;;44892;Bochum;akwl
Känguruh-Apotheke;;44866;Bochum;akwl
Bethanien-Apotheke;;44805;Bochum;akwl
Delphin-Apotheke;;44795;Bochum;akwl
Civis-Apoth.in der Drehscheibe;;44787;Bochum;akwl
Blaue Apotheke Kortumstraße;;44787;Bochum;akwl
Runge-Apotheke;;44809;Bochum;akwl
Alpha-Apotheke;;44787;Bochum;akwl
Aar-Apotheke;;44894;Bochum;akwl
Herz-Apotheke;;44787;Bochum;akwl
Apotheke zw. den Kirchen;;44879;Bochum;akwl
Apotheke zum Kesterkamp;;44879;Bochum;akwl
Apotheke im Uni-Center;;44801;Bochum;akwl
Apotheke Reich;;44787;Bochum;akwl
Apotheke am Husemannplatz;;44787;Bochum;akwl
Apotheke am Markt;;44892;Bochum;akwl
farma-plus Apotheke am Hellweg;;44894;Bochum;akwl
Apotheke am Hauptbahnhof;;44787;Bochum;akwl
Apotheke am Freigrafendamm;;44803;Bochum;akwl
pampusapotheke am Denkmal;;44869;Bochum;akwl
Apotheke am Alten Markt;;44866;Bochum;akwl
Westfalen-Apotheke;;44809;Bochum;akwl
Turm-Apotheke OHG;;44879;Bochum;akwl
Storchen-Apotheke;;44791;Bochum;akwl
St.Georg-Apotheke;;44791;Bochum;akwl
Stern-Apotheke;;44799;Bochum;akwl
Stern-Apotheke;;44892;Bochum;akwl
Spitzweg-Apotheke;;44866;Bochum;akwl
Sonnen-Apotheke;;44869;Bochum;akwl
Ruhrland-Apotheke;;44797;Bochum;akwl
Ruhr-Apotheke;;44803;Bochum;akwl
Rosenberg-Apotheke;;44805;Bochum;akwl
Paracelsus-Apotheke;;44892;Bochum;akwl
Ost-Apotheke Dr.Reith;;44892;Bochum;akwl
Nord-Apotheke;;44807;Bochum;akwl
Mohren-Apotheke;;44894;Bochum;akwl
Merkur-Apotheke;;44866;Bochum;akwl
Mark-Apotheke;;44795;Bochum;akwl
Marien-Apotheke;;44866;Bochum;akwl
Löwen-Apotheke Westenfelder Straße;;44866;Bochum;akwl
Löwen-Apotheke;;44793;Bochum;akwl
Linden-Apotheke;;44809;Bochum;akwl
Kronen-Apotheke;;44787;Bochum;akwl
Kreuz-Apotheke;;44805;Bochum;akwl
Kosmos-Apotheke;;44795;Bochum;akwl
Kirchviertel-Apotheke;;44799;Bochum;akwl
Kemnader-Apotheke;;44797;Bochum;akwl
Industrie-Apotheke;;44866;Bochum;akwl
Hustadt-Apotheke;;44801;Bochum;akwl
Hubertus-Apotheke;;44866;Bochum;akwl
Apotheke am Schauspielhaus;;44789;Bochum;akwl
Hirsch-Apotheke;;44787;Bochum;akwl
Elbe-Apotheke;;44791;Bochum;akwl
Hansa-Apotheke;;44805;Bochum;akwl
Greif-Apotheke;;44807;Bochum;akwl
Glückauf-Apotheke;;44807;Bochum;akwl
Glückauf-Apotheke-Laer;;44803;Bochum;akwl
Glückauf-Apotheke;;44869;Bochum;akwl
Glocken-Apotheke;;44866;Bochum;akwl
Glocken-Apotheke;;44793;Bochum;akwl
Friederika-Apotheke;;44789;Bochum;akwl
Fortuna-Apotheke;;44803;Bochum;akwl
Flora-Apotheke;;44809;Bochum;akwl
Finken-Apotheke;;44809;Bochum;akwl
Falken-Apotheke;;44803;Bochum;akwl
Engelbert-Apotheke;;44805;Bochum;akwl
Elch-Apotheke;;44805;Bochum;akwl
Einhorn-Apotheke;;44787;Bochum;akwl
Spitzweg-Apotheke im Ehrenfeld;;44789;Bochum;akwl
Brunnen-Apotheke;;44787;Bochum;akwl
Berg-und Hütten-Apotheke;;44809;Bochum;akwl
Barbara-Apotheke;;44866;Bochum;akwl
Barbara-Apotheke;;44805;Bochum;akwl
Bahnhof-Apotheke Höntrop;;44869;Bochum;akwl
Bahnhof-Apotheke;;44879;Bochum;akwl
Bären-Apotheke;;44795;Bochum;akwl
Anker-Apotheke;;44791;Bochum;akwl
Andreas-Apotheke;;44879;Bochum;akwl
Amts-Apotheke;;44892;Bochum;akwl
Höke's Alte-Apotheke Weitmar;;44795;Bochum;akwl
Alte Apotheke;;44894;Bochum;akwl
Alte Apotheke 1691;;44787;Bochum;akwl
Adler-Apotheke Langendreer;;44892;Bochum;akwl
Apotheke in den Arkaden;;46395;Bocholt;akwl
Apotheke im real,-;;46395;Bocholt;akwl
Süd-Apotheke oHG;;46395;Bocholt;akwl
Forum Apotheke;;46399;Bocholt;akwl
Feldmark-Apotheke;;46395;Bocholt;akwl
Wilhelm Busch-Apotheke;;46397;Bocholt;akwl
Apotheke am Casinowall;;46399;Bocholt;akwl
Sertürner-Apotheke;;46397;Bocholt;akwl
Punkt-Apotheke am Ostwall;;46397;Bocholt;akwl
St.Georgius-Apotheke;;46399;Bocholt;akwl
Ostertor-Apotheke oHG;;46397;Bocholt;akwl
Nord-Apotheke;;46399;Bocholt;akwl
Münster-Apotheke oHG;;46397;Bocholt;akwl
Löverick-Apotheke;;46399;Bocholt;akwl
Kronen-Apotheke;;46399;Bocholt;akwl
Fildeken-Apotheke;;46395;Bocholt;akwl
Arens'Marien-Apotheke;;46399;Bocholt;akwl
Heutor-Apotheke;;32825;Blomberg;akwl
Nelken-Apotheke;;32825;Blomberg;akwl
Humboldt-Apotheke;;32825;Blomberg;akwl
Apotheke am Münstertor;;48727;Billerbeck;akwl
Ludgeri-Apotheke;;48727;Billerbeck;akwl
Johanni-Apotheke;;48727;Billerbeck;akwl
Martin-Apotheke;;33613;Bielefeld;akwl
Pharma-Vital Apotheke;;33689;Bielefeld;akwl
Apotheke am Klinikum Mitte;;33604;Bielefeld;akwl
Pluspunkt-Apotheke;;33602;Bielefeld;akwl
Apotheke im Westen;;33615;Bielefeld;akwl
Apotheke im real,-;;33649;Bielefeld;akwl
Neue Apotheke;;33613;Bielefeld;akwl
Marktplatz-Apotheke-Senne;;33659;Bielefeld;akwl
Teutoburger Apotheke;;33607;Bielefeld;akwl
Aquila-Apotheke;;33689;Bielefeld;akwl
Panda-Apotheke;;33607;Bielefeld;akwl
Apotheke in Eckardtsheim;;33689;Bielefeld;akwl
Apotheke am Wellensiek;;33619;Bielefeld;akwl
Johannis-Apotheke;;33611;Bielefeld;akwl
Leineweber-Apotheke;;33605;Bielefeld;akwl
Vita-Apotheke;;33719;Bielefeld;akwl
Pinguin-Apotheke Lohmannshof Wolff;;33619;Bielefeld;akwl
Eichen-Apotheke;;33659;Bielefeld;akwl
St.Georg-Apotheke;;33605;Bielefeld;akwl
Dorf-Apotheke;;33739;Bielefeld;akwl
Apotheke an der Voltmannstr.;;33613;Bielefeld;akwl
Apotheke an der Universität;;33615;Bielefeld;akwl
Apotheke am Vorwerk;;33611;Bielefeld;akwl
Busch-Apotheke-Brackwede;;33647;Bielefeld;akwl
Apotheke am Stadtring;;33689;Bielefeld;akwl
Apotheke am Rathaus;;33602;Bielefeld;akwl
Apotheke am Rabenhof;;33609;Bielefeld;akwl
Dr. Lehmann's Apotheke am Meilenstein;;33649;Bielefeld;akwl
Apotheke am Markt;;33689;Bielefeld;akwl
Apotheke am Heeperholz;;33719;Bielefeld;akwl
Apotheke am Alten Markt;;33602;Bielefeld;akwl
Wittekind-Apotheke;;33613;Bielefeld;akwl
Westfalen-Apotheke;;33719;Bielefeld;akwl
Vennhof-Apotheke;;33689;Bielefeld;akwl
Süd-Apotheke;;33617;Bielefeld;akwl
Stifts-Apotheke;;33611;Bielefeld;akwl
Stern-Apotheke;;33602;Bielefeld;akwl
Spindel-Apotheke;;33604;Bielefeld;akwl
Sparrenberg-Apotheke;;33602;Bielefeld;akwl
Sonnen-Apotheke;;33604;Bielefeld;akwl
Schwanen-Apotheke;;33659;Bielefeld;akwl
Schlosshof-Apotheke;;33615;Bielefeld;akwl
Busch-Apotheke Russheide;;33607;Bielefeld;akwl
Rosen-Apotheke;;33699;Bielefeld;akwl
Rosen-Apotheke;;33729;Bielefeld;akwl
Rosen-Apotheke;;33649;Bielefeld;akwl
Rosen-Apotheke;;33613;Bielefeld;akwl
Post-Apotheke;;33602;Bielefeld;akwl
Ost-Apotheke;;33659;Bielefeld;akwl
Osning-Apotheke;;33604;Bielefeld;akwl
Niederwall-Apotheke;;33602;Bielefeld;akwl
Mühlen-Apotheke;;33729;Bielefeld;akwl
Mohren-Apotheke;;33647;Bielefeld;akwl
Lorbeer-Apotheke;;33615;Bielefeld;akwl
Löwen-Apotheke;;33719;Bielefeld;akwl
Löwen-Apotheke;;33602;Bielefeld;akwl
Linnen-Apotheke;;33699;Bielefeld;akwl
Kreuz-Apotheke;;33602;Bielefeld;akwl
Immanuel Kant-Apotheke;;33719;Bielefeld;akwl
Hubertus-Apotheke;;33602;Bielefeld;akwl
Hansa-Apotheke;;33607;Bielefeld;akwl
Forst-Apotheke;;33619;Bielefeld;akwl
Fontane-Apotheke;;33602;Bielefeld;akwl
Busch-Apotheke Brake;;33729;Bielefeld;akwl
Elefanten-Apotheke;;33647;Bielefeld;akwl
Egge-Apotheke;;33617;Bielefeld;akwl
Birken-Apotheke;;33609;Bielefeld;akwl
Bären-Apotheke Eingang City-Passage;;33602;Bielefeld;akwl
Anker-Apotheke;;33609;Bielefeld;akwl
Amts-Apotheke;;33619;Bielefeld;akwl
Ahorn-Apotheke;;33739;Bielefeld;akwl
Aesculap-Apotheke;;33605;Bielefeld;akwl
Adler-Apotheke Jöllenbeck;;33739;Bielefeld;akwl
Adler-Apotheke;;33647;Bielefeld;akwl
Adler-Apotheke;;33611;Bielefeld;akwl
Vital-Apotheke im Gesundheitszentrum;;37688;Beverungen;akwl
Mühlen-Apotheke;;37688;Beverungen;akwl
Bevertor-Apotheke;;37688;Beverungen;akwl
Apotheke St.Georg;;37688;Beverungen;akwl
Marien-Apotheke;;37688;Beverungen;akwl
Liborius-Apotheke;;37688;Beverungen;akwl
Apotheke-Nieder;;59909;Bestwig;akwl
Falken-Apotheke;;59909;Bestwig;akwl
Elisabeth-Apotheke;;59909;Bestwig;akwl
Apotheke Rünther Straße;;59192;Bergkamen;akwl
Platanen-Apotheke;;59192;Bergkamen;akwl
Lessing-Apotheke;;59192;Bergkamen;akwl
St.Barbara-Apotheke;;59192;Bergkamen;akwl
Sonnen-Apotheke;;59192;Bergkamen;akwl
Römerberg-Apotheke;;59192;Bergkamen;akwl
Kant-Apotheke;;59192;Bergkamen;akwl
Glückauf-Apotheke;;59192;Bergkamen;akwl
Alte Apotheke;;59192;Bergkamen;akwl
St.Johannis-Apotheke;;48361;Beelen;akwl
Engel-Apotheke;;59269;Beckum;akwl
Apotheke am Krankenhaus;;59269;Beckum;akwl
Steinhoffs Allee-Apotheke OHG;;59269;Beckum;akwl
Apotheke am Osttor;;59269;Beckum;akwl
Apotheke am Markt;;59269;Beckum;akwl
Westtor-Apotheke;;59269;Beckum;akwl
Stephanus-Apotheke;;59269;Beckum;akwl
Maximilian-Apotheke;;59269;Beckum;akwl
Hirsch-Apotheke;;59269;Beckum;akwl
Adler-Apotheke;;59269;Beckum;akwl
Stadt-Apotheke;;32683;Barntrup;akwl
Einhorn-Apotheke;;32683;Barntrup;akwl
Apotheke am Drostenplatz;;58802;Balve;akwl
Adler-Apotheke;;58802;Balve;akwl
Kur-Apotheke OHG;;59505;Bad Sassendorf;akwl
Sälzer-Apotheke;;59505;Bad Sassendorf;akwl
Adler-Apotheke;;59505;Bad Sassendorf;akwl
Apotheke im Hoffmannspark;;32105;Bad Salzuflen;akwl
Ostertor-Apotheke;;32105;Bad Salzuflen;akwl
Glocken-Apotheke;;32107;Bad Salzuflen;akwl
Salzhof-Apotheke;;32105;Bad Salzuflen;akwl
Stifts-Apotheke;;32108;Bad Salzuflen;akwl
Apotheke Werl-Aspe;;32107;Bad Salzuflen;akwl
Apotheke am Markt;;32108;Bad Salzuflen;akwl
Weiden-Apotheke;;32108;Bad Salzuflen;akwl
Rosen-Apotheke;;32105;Bad Salzuflen;akwl
Quellen-Apotheke;;32105;Bad Salzuflen;akwl
Post-Apotheke;;32105;Bad Salzuflen;akwl
Nordheide-Apotheke;;32107;Bad Salzuflen;akwl
Neue Apotheke;;32108;Bad Salzuflen;akwl
Mozart-Apotheke;;32105;Bad Salzuflen;akwl
Brunnen-Apotheke;;32105;Bad Salzuflen;akwl
Brandes'sche Apotheke ;;32105;Bad Salzuflen;akwl
Born-Apotheke;;32108;Bad Salzuflen;akwl
Apotheke im Werrepark;;32547;Bad Oeynhausen;akwl
Apotheke Auf der Lohe;;32545;Bad Oeynhausen;akwl
Alpha-Apotheke;;32545;Bad Oeynhausen;akwl
Apotheke in Rehme;;32547;Bad Oeynhausen;akwl
Apotheke an der Post;;32545;Bad Oeynhausen;akwl
Werre-Apotheke;;32549;Bad Oeynhausen;akwl
Süd-Apotheke;;32545;Bad Oeynhausen;akwl
Siel-Apotheke;;32549;Bad Oeynhausen;akwl
Neue Apotheke;;32545;Bad Oeynhausen;akwl
Mühlen-Apotheke;;32547;Bad Oeynhausen;akwl
Mönch-Apotheke;;32549;Bad Oeynhausen;akwl
Löwen-Apotheke;;32545;Bad Oeynhausen;akwl
Kaiser-Apotheke;;32549;Bad Oeynhausen;akwl
Brunnen-Apotheke;;32545;Bad Oeynhausen;akwl
Kur-Apotheke;;33175;Bad Lippspringe;akwl
Rats-Apotheke;;33175;Bad Lippspringe;akwl
Quellen-Apotheke;;33175;Bad Lippspringe;akwl
Arminius-Apotheke;;33175;Bad Lippspringe;akwl
City-Apotheke;;33014;Bad Driburg;akwl
Apotheke am Alten Markt;;33014;Bad Driburg;akwl
Südstadt-Apotheke;;33014;Bad Driburg;akwl
Neue Apotheke;;33014;Bad Driburg;akwl
Brunnen-Apotheke;;33014;Bad Driburg;akwl
Edertal-Apotheke;;57319;Bad Berleburg;akwl
Apotheke am Schlosspark;;57319;Bad Berleburg;akwl
Kur-Apotheke;;57319;Bad Berleburg;akwl
Hof-Apotheke;;57319;Bad Berleburg;akwl
Senne-Apotheke;;32832;Augustdorf;akwl
Heide-Apotheke;;32832;Augustdorf;akwl
Apotheke Schwalbenohl;;57439;Attendorn;akwl
Apotheke am Rathaus;;57439;Attendorn;akwl
Apotheke am Kölner Tor;;57439;Attendorn;akwl
Nicolai-Apotheke;;57439;Attendorn;akwl
Löwen-Apotheke;;57439;Attendorn;akwl
Hirsch-Apotheke;;57439;Attendorn;akwl
Barbara-Apotheke;;57439;Attendorn;akwl
Westerwinkel-Apotheke;;59387;Ascheberg;akwl
Marien-Apotheke;;59387;Ascheberg;akwl
Brunnen-Apotheke;;59387;Ascheberg;akwl
Graf-Gottfried-Apotheke;;59755;Arnsberg;akwl
Apotheke am Neumarkt;;59821;Arnsberg;akwl
tri-Haus-Apotheke;;59755;Arnsberg;akwl
Finken-Apotheke;;59759;Arnsberg;akwl
Magdalenen-Apotheke;;59759;Arnsberg;akwl
Glocken-Apotheke;;59823;Arnsberg;akwl
Markt-Apotheke;;59759;Arnsberg;akwl
Park-Apotheke;;59755;Arnsberg;akwl
Rats-Apotheke;;59821;Arnsberg;akwl
St.Hubertus-Apotheke;;59823;Arnsberg;akwl
Sonnen-Apotheke;;59821;Arnsberg;akwl
Sauerland-Apotheke;;59755;Arnsberg;akwl
Rosen-Apotheke;;59821;Arnsberg;akwl
petri-Apotheke;;59759;Arnsberg;akwl
Marien-Apotheke oHG;;59755;Arnsberg;akwl
Ludgeri-Apotheke;;59759;Arnsberg;akwl
Johannis-Apotheke;;59821;Arnsberg;akwl
Hirsch-Apotheke;;59759;Arnsberg;akwl
Goethe-Apotheke;;59755;Arnsberg;akwl
Biber-Apotheke;;59755;Arnsberg;akwl
Pinguin-Apotheke;;59755;Arnsberg;akwl
Rathaus-Apotheke;;59609;Anröchte;akwl
Haarstrang-Apotheke;;59609;Anröchte;akwl
Adler-Apotheke;;48341;Altenberge;akwl
Ludgerus-Apotheke;;48341;Altenberge;akwl
Sonnen-Apotheke;;33184;Altenbeken;akwl
Egge-Apotheke;;33184;Altenbeken;akwl
Markt-Apotheke;;58762;Altena;akwl
Apotheke am Bahnhof;;58762;Altena;akwl
Stern-Apotheke;;58762;Altena;akwl
Mühlen-Apotheke;;58762;Altena;akwl
Burg-Apotheke Bauerfeind e.Kfr;;58762;Altena;akwl
Finken-Apotheke am Krankenhaus;;59227;Ahlen;akwl
Bußmanns-Hansa-Apotheke;;59229;Ahlen;akwl
Sonnen-Apotheke;;59227;Ahlen;akwl
Zeppelin-Apotheke;;59229;Ahlen;akwl
Lamberti-Apotheke;;59229;Ahlen;akwl
Finken-Apotheke;;59227;Ahlen;akwl
Bußmanns-Stadttheater-Apotheke;;59227;Ahlen;akwl
Westfalen-Apotheke;;59229;Ahlen;akwl
Bußmanns-Barbara-Apotheke;;59229;Ahlen;akwl
Bußmanns-Park-Apotheke;;59227;Ahlen;akwl
Mammut-Apotheke;;59227;Ahlen;akwl
Augustin-Wibbelt-Apotheke;;59227;Ahlen;akwl
Dr.H.Rosenthal's Alte Apotheke;;59227;Ahlen;akwl
Aesculap-Apotheke;;48683;Ahaus;akwl
Gesundpunkt-Apotheke;;48683;Ahaus;akwl
Stern-Apotheke;;48683;Ahaus;akwl
St.Georg-Apotheke;;48683;Ahaus;akwl
Apotheke am Wall;;48683;Ahaus;akwl
Stephanus-Apotheke;;48683;Ahaus;akwl
Martinus-Apotheke;;48683;Ahaus;akwl
Marien-Apotheke;;48683;Ahaus;akwl
Hamaland-Apotheke OHG;;48683;Ahaus;akwl
